"","ID1","DataType","ExptNumber","MouseID","strainName","sex","Date","birthDate","ExptDoneBy","Age(wks)","BodyWeight","DrugBottleStartWeight","WaterBottleStartWeight","DrugBottleEndWeight","WaterBottleEndWeight","MeasureDays","d7","d8","d9","d10","d11","d12","d13","Drug","DrugDose","DoseUnits","d14","d15","d16","d17","d18","d19","d20","d21","d22","d23","d24","d25","mg/kg formula check","MouseIDDateMaster","MouseIDDateMDTStatic","MouseIDDateQC","coatColor","origin","Group","nickname","SucrosePreference","OralMethPreference","DrugVolConsumed","WaterVolConsumed","DrugPreferenceScore","DrugMassConsumed","TestNumber"
"1001",27025,"Oral methamphetamine","SUC0082","029783","B6NJ-Slc26a10-/- Cyfip2-S968F<J> Hom Breed Well","M",2024-01-26,"10/20/2023 0:00:00","Misty",14,28.3,83.3,83.5,82.3,77,2,NA,NA,NA,NA,NA,NA,"Days 5-7","methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242247.01,"029783_1/26/2024","029783_1/26/2024","yes","","Kumar Lab","","Slc26a10","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1,6.5,0.133333333333333,0.000706713780918728,3
"1002",27075,"Oral methamphetamine","SUC0082","029783","B6NJ-Slc26a10-/- Cyfip2-S968F<J> Hom Breed Well","M",2024-01-28,"10/20/2023 0:00:00","Misty",14.28,28.5,82.3,77,77.1,76.1,2,NA,NA,NA,NA,NA,NA,"Days 7-9","methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222643.16,"029783_1/28/2024","029783_1/28/2024","yes","","Kumar Lab","","Slc26a10","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",5.19999999999999,0.899999999999991,0.852459016393444,0.00364912280701754,4
"1003",27125,"Oral methamphetamine","SUC0082","029783","B6NJ-Slc26a10-/- Cyfip2-S968F<J> Hom Breed Well","M",2024-01-30,"10/20/2023 0:00:00","Misty",14.57,27.8,84.7,76.1,83.9,69.5,2,NA,NA,NA,NA,NA,NA,"Days 9-11","methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255623.39,"029783_1/30/2024","029783_1/30/2024","yes","","Kumar Lab","","Slc26a10","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",0.799999999999997,6.60000000000001,0.108108108108108,0.00115107913669064,5
"1004",27175,"Oral methamphetamine","SUC0082","029783","B6NJ-Slc26a10-/- Cyfip2-S968F<J> Hom Breed Well","M",2024-02-01,"10/20/2023 0:00:00","Misty",14.85,29.3,83.9,69.5,79.1,67.7,2,NA,NA,NA,NA,NA,NA,"Days 11-13","methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226501.37,"029783_2/1/2024","029783_2/1/2024","yes","","Kumar Lab","","Slc26a10","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",4.8,1.8,0.727272727272728,0.00655290102389078,6
"1005",26926,"Oral methamphetamine","SUC0082","029784","B6NJ-Slc26a10-/- Cyfip2-S968F<J> Hom Breed Well","M",2024-01-22,"10/20/2023 0:00:00","Misty",13.42,27.8,84,83,78.9,79.6,2,NA,NA,NA,NA,NA,NA,"Days 1-3","methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238402.88,"029784_1/22/2024","029784_1/22/2024","yes","","Kumar Lab","","Slc26a10","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",5.09999999999999,3.39999999999999,0.6,0.00183453237410072,1
"1006",26976,"Oral methamphetamine","SUC0082","029784","B6NJ-Slc26a10-/- Cyfip2-S968F<J> Hom Breed Well","M",2024-01-24,"10/20/2023 0:00:00","Misty",13.71,28.3,78.9,79.6,74.1,77.2,2,NA,NA,NA,NA,NA,NA,"Days 3-5","methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206589.76,"029784_1/24/2024","029784_1/24/2024","yes","","Kumar Lab","","Slc26a10","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",4.8,2.40000000000001,0.666666666666666,0.00169611307420495,2
"1007",27026,"Oral methamphetamine","SUC0082","029784","B6NJ-Slc26a10-/- Cyfip2-S968F<J> Hom Breed Well","M",2024-01-26,"10/20/2023 0:00:00","Misty",14,28.7,83.6,82.9,80.2,77.6,2,NA,NA,NA,NA,NA,NA,"Days 5-7","methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233613.92,"029784_1/26/2024","029784_1/26/2024","yes","","Kumar Lab","","Slc26a10","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",3.40000000000001,5.3,0.39080459770115,0.00236933797909408,3
"1008",27076,"Oral methamphetamine","SUC0082","029784","B6NJ-Slc26a10-/- Cyfip2-S968F<J> Hom Breed Well","M",2024-01-28,"10/20/2023 0:00:00","Misty",14.28,28.6,80.2,77.6,75.3,75.2,2,NA,NA,NA,NA,NA,NA,"Days 7-9","methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211155.94,"029784_1/28/2024","029784_1/28/2024","yes","","Kumar Lab","","Slc26a10","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",4.90000000000001,2.40000000000001,0.671232876712328,0.00342657342657343,4
"1009",27126,"Oral methamphetamine","SUC0082","029784","B6NJ-Slc26a10-/- Cyfip2-S968F<J> Hom Breed Well","M",2024-01-30,"10/20/2023 0:00:00","Misty",14.57,28.4,83,75.2,80.2,69.9,2,NA,NA,NA,NA,NA,NA,"Days 9-11","methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234387.31,"029784_1/30/2024","029784_1/30/2024","yes","","Kumar Lab","","Slc26a10","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.8,5.3,0.345679012345679,0.00394366197183098,5
"1010",27176,"Oral methamphetamine","SUC0082","029784","B6NJ-Slc26a10-/- Cyfip2-S968F<J> Hom Breed Well","M",2024-02-01,"10/20/2023 0:00:00","Misty",14.85,29.1,80.2,69.9,76.7,65.5,2,NA,NA,NA,NA,NA,NA,"Days 11-13","methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211386.22,"029784_2/1/2024","029784_2/1/2024","yes","","Kumar Lab","","Slc26a10","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",3.5,4.40000000000001,0.443037974683544,0.00481099656357388,6
"1011",26901,"Oral methamphetamine","SUC0085","029905","B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders","M",2024-01-22,"10/20/2023 0:00:00","Misty",13.42,25.8,81.4,84.2,76.5,81.7,2,NA,NA,NA,NA,NA,NA,"Days 1-3","methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241360.47,"029905_1/22/2024","029905_1/22/2024","yes","","Kumar Lab","","Cxxc4","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",4.90000000000001,2.5,0.662162162162162,0.00189922480620155,1
"1012",26951,"Oral methamphetamine","SUC0085","029905","B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders","M",2024-01-24,"10/20/2023 0:00:00","Misty",13.71,25.4,76.5,81.7,71.4,79.9,2,NA,NA,NA,NA,NA,NA,"Days 3-5","methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215043.31,"029905_1/24/2024","029905_1/24/2024","yes","","Kumar Lab","","Cxxc4","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",5.09999999999999,1.8,0.739130434782609,0.00200787401574803,2
"1013",27001,"Oral methamphetamine","SUC0085","029905","B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders","M",2024-01-26,"10/20/2023 0:00:00","Misty",14,25.6,83.3,83.3,81.3,78.8,2,NA,NA,NA,NA,NA,NA,"Days 5-7","methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264542.59,"029905_1/26/2024","029905_1/26/2024","yes","","Kumar Lab","","Cxxc4","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2,4.5,0.307692307692308,0.0015625,3
"1014",27051,"Oral methamphetamine","SUC0085","029905","B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders","M",2024-01-28,"10/20/2023 0:00:00","Misty",14.28,25.6,81.3,78.8,77.1,77.1,2,NA,NA,NA,NA,NA,NA,"Days 7-9","methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244852.72,"029905_1/28/2024","029905_1/28/2024","yes","","Kumar Lab","","Cxxc4","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",4.19999999999999,1.69999999999999,0.711864406779662,0.00328124999999999,4
"1015",27101,"Oral methamphetamine","SUC0085","029905","B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders","M",2024-01-30,"10/20/2023 0:00:00","Misty",14.57,25.2,84.3,77.1,82.8,71,2,NA,NA,NA,NA,NA,NA,"Days 9-11","methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276985.72,"029905_1/30/2024","029905_1/30/2024","yes","","Kumar Lab","","Cxxc4","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.5,6.10000000000001,0.197368421052631,0.00238095238095238,5
"1016",27151,"Oral methamphetamine","SUC0085","029905","B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders","M",2024-02-01,"10/20/2023 0:00:00","Misty",14.85,26.1,82.8,71,78.3,68.7,2,NA,NA,NA,NA,NA,NA,"Days 11-13","methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248400.02,"029905_2/1/2024","029905_2/1/2024","yes","","Kumar Lab","","Cxxc4","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",4.5,2.3,0.661764705882353,0.00689655172413793,6
"1017",26902,"Oral methamphetamine","SUC0085","029906","B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders","M",2024-01-22,"10/20/2023 0:00:00","Misty",13.42,29.2,84.5,84,79.6,82,2,NA,NA,NA,NA,NA,NA,"Days 1-3","methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230349.29,"029906_1/22/2024","029906_1/22/2024","yes","","Kumar Lab","","Cxxc4","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",4.89999999999999,2,0.710144927536231,0.00167808219178082,1
"1018",26952,"Oral methamphetamine","SUC0085","029906","B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders","M",2024-01-24,"10/20/2023 0:00:00","Misty",13.71,28.8,79.6,82,73.6,80.1,2,NA,NA,NA,NA,NA,NA,"Days 3-5","methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203422.21,"029906_1/24/2024","029906_1/24/2024","yes","","Kumar Lab","","Cxxc4","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",6,1.89999999999999,0.759493670886077,0.00208333333333333,2
"1019",27002,"Oral methamphetamine","SUC0085","029906","B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders","M",2024-01-26,"10/20/2023 0:00:00","Misty",14,28.7,82.7,82.6,80.1,78.1,2,NA,NA,NA,NA,NA,NA,"Days 5-7","methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230810.77,"029906_1/26/2024","029906_1/26/2024","yes","","Kumar Lab","","Cxxc4","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.59999999999999,4.5,0.366197183098591,0.00181184668989547,3
"1020",27052,"Oral methamphetamine","SUC0085","029906","B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders","M",2024-01-28,"10/20/2023 0:00:00","Misty",14.28,28.1,80.1,78.1,74.7,76.6,2,NA,NA,NA,NA,NA,NA,"Days 7-9","methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212934.86,"029906_1/28/2024","029906_1/28/2024","yes","","Kumar Lab","","Cxxc4","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",5.40000000000001,1.5,0.782608695652174,0.00384341637010677,4
"1021",27102,"Oral methamphetamine","SUC0085","029906","B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders","M",2024-01-30,"10/20/2023 0:00:00","Misty",14.57,27.9,84,76.6,80.6,73.3,2,NA,NA,NA,NA,NA,NA,"Days 9-11","methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242666.66,"029906_1/30/2024","029906_1/30/2024","yes","","Kumar Lab","","Cxxc4","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",3.39999999999999,3.30000000000001,0.507462686567163,0.00487455197132615,5
"1022",27152,"Oral methamphetamine","SUC0085","029906","B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders","M",2024-02-01,"10/20/2023 0:00:00","Misty",14.85,27.9,80.6,73.3,77,70.7,2,NA,NA,NA,NA,NA,NA,"Days 11-13","methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222444.43,"029906_2/1/2024","029906_2/1/2024","yes","","Kumar Lab","","Cxxc4","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",3.60000000000001,2.59999999999999,0.580645161290324,0.00516129032258066,6
"1023",26915,"Oral methamphetamine","SUC0080","030178","B6NJ-Pcyox1l-/- Cyfip2-S968F<J> HOM BREED","F",2024-01-22,"10/24/2023 0:00:00","Misty",12.85,25.4,81.9,84.2,79.1,80.1,2,NA,NA,NA,NA,NA,NA,"Days 1-3","methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255050.79,"030178_1/22/2024","030178_1/22/2024","yes","","Kumar Lab","","Pcyox1l","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.8,4.09999999999999,0.405797101449275,0.00110236220472441,1
"1024",26965,"Oral methamphetamine","SUC0080","030178","B6NJ-Pcyox1l-/- Cyfip2-S968F<J> HOM BREED","F",2024-01-24,"10/24/2023 0:00:00","Misty",13.14,25.4,79.1,80.1,77.9,77.9,2,NA,NA,NA,NA,NA,NA,"Days 3-5","methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242594.1,"030178_1/24/2024","030178_1/24/2024","yes","","Kumar Lab","","Pcyox1l","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.2,2.2,0.352941176470588,0.000472440944881891,2
"1025",27015,"Oral methamphetamine","SUC0080","030178","B6NJ-Pcyox1l-/- Cyfip2-S968F<J> HOM BREED","F",2024-01-26,"10/24/2023 0:00:00","Misty",13.42,26.1,82.4,82.5,80.3,77.4,2,NA,NA,NA,NA,NA,NA,"Days 5-7","methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253514.18,"030178_1/26/2024","030178_1/26/2024","yes","","Kumar Lab","","Pcyox1l","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.10000000000001,5.09999999999999,0.291666666666668,0.00160919540229886,3
"1026",27065,"Oral methamphetamine","SUC0080","030178","B6NJ-Pcyox1l-/- Cyfip2-S968F<J> HOM BREED","F",2024-01-28,"10/24/2023 0:00:00","Misty",13.71,25.8,80.3,77.4,77.8,74.1,2,NA,NA,NA,NA,NA,NA,"Days 7-9","methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242144.98,"030178_1/28/2024","030178_1/28/2024","yes","","Kumar Lab","","Pcyox1l","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.5,3.3,0.431034482758621,0.00193798449612403,4
"1027",27115,"Oral methamphetamine","SUC0080","030178","B6NJ-Pcyox1l-/- Cyfip2-S968F<J> HOM BREED","F",2024-01-30,"10/24/2023 0:00:00","Misty",14,25.1,83.3,74.1,81.4,69.2,2,NA,NA,NA,NA,NA,NA,"Days 9-11","methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270144.24,"030178_1/30/2024","030178_1/30/2024","yes","","Kumar Lab","","Pcyox1l","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.89999999999999,4.90000000000001,0.279411764705881,0.00302788844621513,5
"1028",27165,"Oral methamphetamine","SUC0080","030178","B6NJ-Pcyox1l-/- Cyfip2-S968F<J> HOM BREED","F",2024-02-01,"10/24/2023 0:00:00","Misty",14.28,26,81.4,69.2,79,64.8,2,NA,NA,NA,NA,NA,NA,"Days 11-13","methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247330.77,"030178_2/1/2024","030178_2/1/2024","yes","","Kumar Lab","","Pcyox1l","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.40000000000001,4.40000000000001,0.352941176470588,0.0036923076923077,6
"1029",26916,"Oral methamphetamine","SUC0080","030179","B6NJ-Pcyox1l-/- Cyfip2-S968F<J> HOM BREED","F",2024-01-22,"10/24/2023 0:00:00","Misty",12.85,23,83.3,83.8,80.9,78.5,2,NA,NA,NA,NA,NA,NA,"Days 1-3","methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292998.7,"030179_1/22/2024","030179_1/22/2024","yes","","Kumar Lab","","Pcyox1l","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.39999999999999,5.3,0.311688311688311,0.00104347826086956,1
"1030",26966,"Oral methamphetamine","SUC0080","030179","B6NJ-Pcyox1l-/- Cyfip2-S968F<J> HOM BREED","F",2024-01-24,"10/24/2023 0:00:00","Misty",13.14,23,80.9,78.5,74.6,76.9,2,NA,NA,NA,NA,NA,NA,"Days 3-5","methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262397.39,"030179_1/24/2024","030179_1/24/2024","yes","","Kumar Lab","","Pcyox1l","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",6.3,1.59999999999999,0.79746835443038,0.00273913043478261,2
"1031",27016,"Oral methamphetamine","SUC0080","030179","B6NJ-Pcyox1l-/- Cyfip2-S968F<J> HOM BREED","F",2024-01-26,"10/24/2023 0:00:00","Misty",13.42,23.2,84.7,83,83.7,76.1,2,NA,NA,NA,NA,NA,NA,"Days 5-7","methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305577.12,"030179_1/26/2024","030179_1/26/2024","yes","","Kumar Lab","","Pcyox1l","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1,6.89999999999999,0.126582278481013,0.000862068965517241,3
"1032",27066,"Oral methamphetamine","SUC0080","030179","B6NJ-Pcyox1l-/- Cyfip2-S968F<J> HOM BREED","F",2024-01-28,"10/24/2023 0:00:00","Misty",13.71,23,83.7,76.1,78.8,74.4,2,NA,NA,NA,NA,NA,NA,"Days 7-9","methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286763.48,"030179_1/28/2024","030179_1/28/2024","yes","","Kumar Lab","","Pcyox1l","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",4.90000000000001,1.7,0.742424242424242,0.0042608695652174,4
"1033",27116,"Oral methamphetamine","SUC0080","030179","B6NJ-Pcyox1l-/- Cyfip2-S968F<J> HOM BREED","F",2024-01-30,"10/24/2023 0:00:00","Misty",14,22.5,84.1,74.4,83.1,67.5,2,NA,NA,NA,NA,NA,NA,"Days 9-11","methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310609.33,"030179_1/30/2024","030179_1/30/2024","yes","","Kumar Lab","","Pcyox1l","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1,6.90000000000001,0.126582278481013,0.00177777777777778,5
"1034",27166,"Oral methamphetamine","SUC0080","030179","B6NJ-Pcyox1l-/- Cyfip2-S968F<J> HOM BREED","F",2024-02-01,"10/24/2023 0:00:00","Misty",14.28,22.6,83.1,67.5,78.6,65,2,NA,NA,NA,NA,NA,NA,"Days 11-13","methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289011.48,"030179_2/1/2024","030179_2/1/2024","yes","","Kumar Lab","","Pcyox1l","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",4.5,2.5,0.642857142857143,0.0079646017699115,6
"1035",26917,"Oral methamphetamine","SUC0080","030184","B6NJ-Pcyox1l-/- Cyfip2-S968F<J> HOM BREED","F",2024-01-22,"10/30/2023 0:00:00","Misty",12,19.3,82.7,83.8,79.2,80.3,2,NA,NA,NA,NA,NA,NA,"Days 1-3","methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339369.92,"030184_1/22/2024","030184_1/22/2024","yes","","Kumar Lab","","Pcyox1l","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",3.5,3.5,0.5,0.00181347150259067,1
"1036",26967,"Oral methamphetamine","SUC0080","030184","B6NJ-Pcyox1l-/- Cyfip2-S968F<J> HOM BREED","F",2024-01-24,"10/30/2023 0:00:00","Misty",12.28,19.8,79.2,80.3,73.6,79.1,2,NA,NA,NA,NA,NA,NA,"Days 3-5","methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294399.99,"030184_1/24/2024","030184_1/24/2024","yes","","Kumar Lab","","Pcyox1l","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",5.59999999999999,1.19999999999999,0.823529411764707,0.00282828282828283,2
"1037",27017,"Oral methamphetamine","SUC0080","030184","B6NJ-Pcyox1l-/- Cyfip2-S968F<J> HOM BREED","F",2024-01-26,"10/30/2023 0:00:00","Misty",12.57,20.2,82.5,84.1,80.8,78.5,2,NA,NA,NA,NA,NA,NA,"Days 5-7","methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330000.01,"030184_1/26/2024","030184_1/26/2024","yes","","Kumar Lab","","Pcyox1l","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.7,5.60000000000001,0.232876712328767,0.00168316831683169,3
