ID1	DataType	ExptNumber	MouseID	strainName	sex	Date	birthDate	ExptDoneBy	Age.wks.	BodyWeight	DrugBottleStartWeight	WaterBottleStartWeight	DrugBottleEndWeight	WaterBottleEndWeight	MeasureDays	d7	d8	d9	d10	d11	d12	d13	Drug	DrugDose	DoseUnits	d14	d15	d16	d17	d18	d19	d20	d21	d22	d23	d24	d25	mg.kg.formula.check	MouseIDDateMaster	MouseIDDateMDTStatic	MouseIDDateQC	coatColor	origin	Group	nickname	SucrosePreference	OralMethPreference	DrugVolConsumed	WaterVolConsumed	DrugPreferenceScore	DrugMassConsumed	TestNumber
26267	Sucrose	SUC0084	030294	B6NJ-Tppp-/- Cyfip2-S968F<J> HOK	M	2024-01-10T00:00:00Z	10/24/2023 0:00:00	Misty	11.14	29.1	84.9	83.8	82.7	82.4	2							Days 1-3	Both Drinking Water	0	Percent	""	""											241279.37	030294_1/10/2024	030294_1/10/2024	yes	""	Kumar Lab	""	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	2.2	1.39999999999999	0.611111111111113	0	1
26317	Sucrose	SUC0084	030294	B6NJ-Tppp-/- Cyfip2-S968F<J> HOK	M	2024-01-12T00:00:00Z	10/24/2023 0:00:00	Misty	11.42	28	83.4	82.4	81.2	80.8	2							Days 3-5	Sucrose 	0.25	percent	""	""											241860	030294_1/12/2024	030294_1/12/2024	yes	""	Kumar Lab	""	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	2.2	1.60000000000001	0.578947368421052	9.82142857142858e-06	2
26367	Sucrose	SUC0084	030294	B6NJ-Tppp-/- Cyfip2-S968F<J> HOK	M	2024-01-14T00:00:00Z	10/24/2023 0:00:00	Misty	11.71	27.2	82.3	80.8	78.3	80	2							Days 5-7	Sucrose 	0.5	percent	""	""											236915.07	030294_1/14/2024	030294_1/14/2024	yes	""	Kumar Lab	""	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	4	0.799999999999997	0.833333333333334	3.67647058823529e-05	3
26417	Sucrose	SUC0084	030294	B6NJ-Tppp-/- Cyfip2-S968F<J> HOK	M	2024-01-16T00:00:00Z	10/24/2023 0:00:00	Misty	12	27.3	83.7	80	77.1	78.9	2							Days 7-9	Sucrose 	2	percent	""	""											236383.5	030294_1/16/2024	030294_1/16/2024	yes	""	Kumar Lab	""	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	6.60000000000001	1.09999999999999	0.857142857142858	0.000241758241758242	4
26268	Sucrose	SUC0084	030295	B6NJ-Tppp-/- Cyfip2-S968F<J> HOK	M	2024-01-10T00:00:00Z	10/24/2023 0:00:00	Misty	11.14	27.4	83.1	83	80.3	80.7	2							Days 1-3	Both Drinking Water	0	Percent	""	""											243537.6	030295_1/10/2024	030295_1/10/2024	yes	""	Kumar Lab	""	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	2.8	2.3	0.549019607843137	0	1
26318	Sucrose	SUC0084	030295	B6NJ-Tppp-/- Cyfip2-S968F<J> HOK	M	2024-01-12T00:00:00Z	10/24/2023 0:00:00	Misty	11.42	27.3	82.4	80.7	79.7	77.7	2							Days 3-5	Sucrose 	0.25	percent	""	""											240559.7	030295_1/12/2024	030295_1/12/2024	yes	""	Kumar Lab	""	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	2.7	3	0.473684210526316	1.23626373626374e-05	2
26368	Sucrose	SUC0084	030295	B6NJ-Tppp-/- Cyfip2-S968F<J> HOK	M	2024-01-14T00:00:00Z	10/24/2023 0:00:00	Misty	11.71	26.8	82.9	77.7	79.4	75.7	2							Days 5-7	Sucrose 	0.5	percent	""	""											245606.73	030295_1/14/2024	030295_1/14/2024	yes	""	Kumar Lab	""	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	3.5	2	0.636363636363636	3.26492537313433e-05	3
26418	Sucrose	SUC0084	030295	B6NJ-Tppp-/- Cyfip2-S968F<J> HOK	M	2024-01-16T00:00:00Z	10/24/2023 0:00:00	Misty	12	26.6	83	75.7	75.9	73.8	2							Days 7-9	Sucrose 	2	percent	""	""											236830.83	030295_1/16/2024	030295_1/16/2024	yes	""	Kumar Lab	""	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	7.09999999999999	1.90000000000001	0.788888888888888	0.000266917293233083	4
26269	Sucrose	SUC0084	030296	B6NJ-Tppp-/- Cyfip2-S968F<J> HOK	M	2024-01-10T00:00:00Z	10/24/2023 0:00:00	Misty	11.14	25.4	82.7	83.2	78.3	82.3	2							Days 1-3	Both Drinking Water	0	Percent	""	""											254937.41	030296_1/10/2024	030296_1/10/2024	yes	""	Kumar Lab	""	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	4.40000000000001	0.900000000000006	0.830188679245282	0	1
26319	Sucrose	SUC0084	030296	B6NJ-Tppp-/- Cyfip2-S968F<J> HOK	M	2024-01-12T00:00:00Z	10/24/2023 0:00:00	Misty	11.42	25.1	82.8	82.3	79.1	79.6	2							Days 3-5	Sucrose 	0.25	percent	""	""											260935.45	030296_1/12/2024	030296_1/12/2024	yes	""	Kumar Lab	""	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	3.7	2.7	0.578125	1.84262948207171e-05	2
26369	Sucrose	SUC0084	030296	B6NJ-Tppp-/- Cyfip2-S968F<J> HOK	M	2024-01-14T00:00:00Z	10/24/2023 0:00:00	Misty	11.71	25	79	79.6	74.1	78.1	2							Days 5-7	Sucrose 	0.5	percent	""	""											234155.99	030296_1/14/2024	030296_1/14/2024	yes	""	Kumar Lab	""	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	4.90000000000001	1.5	0.765625	4.90000000000001e-05	3
26419	Sucrose	SUC0084	030296	B6NJ-Tppp-/- Cyfip2-S968F<J> HOK	M	2024-01-16T00:00:00Z	10/24/2023 0:00:00	Misty	12	25.4	81.7	78.1	74.4	76.8	2							Days 7-9	Sucrose 	2	percent	""	""											239310.23	030296_1/16/2024	030296_1/16/2024	yes	""	Kumar Lab	""	Tppp	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	7.3	1.3	0.848837209302326	0.00028740157480315	4
26222	Sucrose	SUC0085	030326	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2024-01-10T00:00:00Z	10/27/2023 0:00:00	Misty	10.71	24.3	83.3	83	82.2	78	2							Days 1-3	Both Drinking Water	0	Percent	""	""											281780.24	030326_1/10/2024	030326_1/10/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	1.09999999999999	5	0.180327868852458	0	1
26272	Sucrose	SUC0085	030326	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2024-01-12T00:00:00Z	10/27/2023 0:00:00	Misty	11	24.2	84.1	78	82.9	70.3	2							Days 3-5	Sucrose 	0.25	percent	""	""											288094.62	030326_1/12/2024	030326_1/12/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	1.19999999999999	7.7	0.134831460674156	6.19834710743796e-06	2
26322	Sucrose	SUC0085	030326	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2024-01-14T00:00:00Z	10/27/2023 0:00:00	Misty	11.28	25.2	83.6	70.3	82.7	63.9	2							Days 5-7	Sucrose 	0.5	percent	""	""											274353.94	030326_1/14/2024	030326_1/14/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	0.899999999999992	6.4	0.123287671232876	8.92857142857135e-06	3
26372	Sucrose	SUC0085	030326	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2024-01-16T00:00:00Z	10/27/2023 0:00:00	Misty	11.57	24.6	83.8	63.9	70.3	62.1	2							Days 7-9	Sucrose 	2	percent	""	""											239477.25	030326_1/16/2024	030326_1/16/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	13.5	1.8	0.882352941176471	0.000548780487804878	4
26223	Sucrose	SUC0085	030329	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2024-01-10T00:00:00Z	10/29/2023 0:00:00	Misty	10.42	27.4	83.5	83.7	79.8	82.4	2							Days 1-3	Both Drinking Water	0	Percent	""	""											243186.14	030329_1/10/2024	030329_1/10/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	3.7	1.3	0.740000000000001	0	1
26273	Sucrose	SUC0085	030329	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2024-01-12T00:00:00Z	10/29/2023 0:00:00	Misty	10.71	26.1	84.1	82.4	80.1	79.8	2							Days 3-5	Sucrose 	0.25	percent	""	""											258099.98	030329_1/12/2024	030329_1/12/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	4	2.60000000000001	0.606060606060605	1.91570881226054e-05	2
26323	Sucrose	SUC0085	030329	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2024-01-14T00:00:00Z	10/29/2023 0:00:00	Misty	11	26.8	82.4	79.8	76.8	78.6	2							Days 5-7	Sucrose 	0.5	percent	""	""											236131.36	030329_1/14/2024	030329_1/14/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	5.60000000000001	1.2	0.823529411764706	5.22388059701493e-05	3
26373	Sucrose	SUC0085	030329	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2024-01-16T00:00:00Z	10/29/2023 0:00:00	Misty	11.28	26.9	85.4	78.6	77.1	77.6	2							Days 7-9	Sucrose 	2	percent	""	""											244771	030329_1/16/2024	030329_1/16/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	8.30000000000001	1	0.89247311827957	0.000308550185873606	4
26224	Sucrose	SUC0085	030330	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2024-01-10T00:00:00Z	10/29/2023 0:00:00	Misty	10.42	19.5	84	83.7	80.6	82.1	2							Days 1-3	Both Drinking Water	0	Percent	""	""											347199.99	030330_1/10/2024	030330_1/10/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	3.40000000000001	1.60000000000001	0.679999999999999	0	1
26274	Sucrose	SUC0085	030330	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2024-01-12T00:00:00Z	10/29/2023 0:00:00	Misty	10.71	19.1	82.1	82.1	77.6	80.7	2							Days 3-5	Sucrose 	0.25	percent	""	""											333558.1	030330_1/12/2024	030330_1/12/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	4.5	1.39999999999999	0.762711864406781	2.94502617801047e-05	2
26324	Sucrose	SUC0085	030330	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2024-01-14T00:00:00Z	10/29/2023 0:00:00	Misty	11	19.6	83.1	80.7	77.2	79.9	2							Days 5-7	Sucrose 	0.5	percent	""	""											327312.22	030330_1/14/2024	030330_1/14/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	5.89999999999999	0.799999999999997	0.880597014925373	7.52551020408162e-05	3
26374	Sucrose	SUC0085	030330	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2024-01-16T00:00:00Z	10/29/2023 0:00:00	Misty	11.28	20.4	82.6	79.9	72.4	78.1	2							Days 7-9	Sucrose 	2	percent	""	""											293149.03	030330_1/16/2024	030330_1/16/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	10.2	1.80000000000001	0.849999999999999	5e-04	4
26225	Sucrose	SUC0085	030331	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2024-01-10T00:00:00Z	10/29/2023 0:00:00	Misty	10.42	21.9	83.4	83.3	79	81.9	2							Days 1-3	Both Drinking Water	0	Percent	""	""											300849.32	030331_1/10/2024	030331_1/10/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	4.40000000000001	1.39999999999999	0.758620689655174	0	1
26275	Sucrose	SUC0085	030331	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2024-01-12T00:00:00Z	10/29/2023 0:00:00	Misty	10.71	20.9	82.1	81.9	79.8	79	2							Days 3-5	Sucrose 	0.25	percent	""	""											313472.73	030331_1/12/2024	030331_1/12/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	2.3	2.90000000000001	0.442307692307692	1.3755980861244e-05	2
26325	Sucrose	SUC0085	030331	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2024-01-14T00:00:00Z	10/29/2023 0:00:00	Misty	11	21.5	83.7	79	77.8	77.8	2							Days 5-7	Sucrose 	0.5	percent	""	""											302877.2	030331_1/14/2024	030331_1/14/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	5.90000000000001	1.2	0.830985915492958	6.86046511627908e-05	3
26375	Sucrose	SUC0085	030331	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2024-01-16T00:00:00Z	10/29/2023 0:00:00	Misty	11.28	22.2	82.5	77.8	75.8	75.9	2							Days 7-9	Sucrose 	2	percent	""	""											281689.2	030331_1/16/2024	030331_1/16/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	6.7	1.89999999999999	0.779069767441861	0.000301801801801802	4
26226	Sucrose	SUC0085	030332	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2024-01-10T00:00:00Z	10/29/2023 0:00:00	Misty	10.42	26.2	83.1	83.1	78.7	81.8	2							Days 1-3	Both Drinking Water	0	Percent	""	""											249617.15	030332_1/10/2024	030332_1/10/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	4.39999999999999	1.3	0.771929824561404	0	1
26276	Sucrose	SUC0085	030332	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2024-01-12T00:00:00Z	10/29/2023 0:00:00	Misty	10.71	25.6	83	81.8	76.6	80.3	2							Days 3-5	Sucrose 	0.25	percent	""	""											248351.55	030332_1/12/2024	030332_1/12/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	6.40000000000001	1.5	0.810126582278481	3.125e-05	2
26326	Sucrose	SUC0085	030332	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2024-01-14T00:00:00Z	10/29/2023 0:00:00	Misty	11	26.5	82.3	80.3	76.2	78.3	2							Days 5-7	Sucrose 	0.5	percent	""	""											236651.31	030332_1/14/2024	030332_1/14/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	6.09999999999999	2	0.753086419753086	5.75471698113207e-05	3
26376	Sucrose	SUC0085	030332	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2024-01-16T00:00:00Z	10/29/2023 0:00:00	Misty	11.28	26.9	84.2	78.3	75.8	75.9	2							Days 7-9	Sucrose 	2	percent	""	""											237262.45	030332_1/16/2024	030332_1/16/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	8.40000000000001	2.39999999999999	0.777777777777779	0.000312267657992565	4
26227	Sucrose	SUC0085	030336	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2024-01-10T00:00:00Z	10/28/2023 0:00:00	Misty	10.57	29.3	83.3	84.8	82.3	79.3	2							Days 1-3	Both Drinking Water	0	Percent	""	""											233979.19	030336_1/10/2024	030336_1/10/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	1	5.5	0.153846153846154	0	1
26277	Sucrose	SUC0085	030336	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2024-01-12T00:00:00Z	10/28/2023 0:00:00	Misty	10.85	28.1	84.4	79.3	76.7	78	2							Days 3-5	Sucrose 	0.25	percent	""	""											230372.94	030336_1/12/2024	030336_1/12/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	7.7	1.3	0.855555555555556	3.42526690391459e-05	2
26327	Sucrose	SUC0085	030336	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2024-01-14T00:00:00Z	10/28/2023 0:00:00	Misty	11.14	28.3	82.9	78	75.3	76	2							Days 5-7	Sucrose 	0.5	percent	""	""											220578.47	030336_1/14/2024	030336_1/14/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	7.60000000000001	2	0.791666666666667	6.71378091872792e-05	3
26377	Sucrose	SUC0085	030336	B6NJ-Cxxc4-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2024-01-16T00:00:00Z	10/28/2023 0:00:00	Misty	11.42	29.2	84.3	78.3	75	76.6	2							Days 7-9	Sucrose 	2	percent	""	""											216523.96	030336_1/16/2024	030336_1/16/2024	yes	""	Kumar Lab	""	Cxxc4	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	9.3	1.7	0.845454545454545	0.000318493150684931	4
26228	Sucrose	SUC0081	030352	B6NJ-Isca1tm1b+/- Cyfip2-S968F<J> H Lethal	F	2024-01-10T00:00:00Z	10/30/2023 0:00:00	Misty	10.28	18.2	84.5	82.4	81.6	79.3	2							Days 1-3	Both Drinking Water	0	Percent	""	""											378857.11	030352_1/10/2024	030352_1/10/2024	yes	""	Kumar Lab	""	Isca1tm1b	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	2.90000000000001	3.10000000000001	0.483333333333333	0	1
26278	Sucrose	SUC0081	030352	B6NJ-Isca1tm1b+/- Cyfip2-S968F<J> H Lethal	F	2024-01-12T00:00:00Z	10/30/2023 0:00:00	Misty	10.57	18	83.8	79.3	80.1	77.2	2							Days 3-5	Sucrose 	0.25	percent	""	""											372909.99	030352_1/12/2024	030352_1/12/2024	yes	""	Kumar Lab	""	Isca1tm1b	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	3.7	2.09999999999999	0.637931034482759	2.56944444444445e-05	2
26328	Sucrose	SUC0081	030352	B6NJ-Isca1tm1b+/- Cyfip2-S968F<J> H Lethal	F	2024-01-14T00:00:00Z	10/30/2023 0:00:00	Misty	10.85	17.6	84.3	77.2	78.8	76	2							Days 5-7	Sucrose 	0.5	percent	""	""											377434.1	030352_1/14/2024	030352_1/14/2024	yes	""	Kumar Lab	""	Isca1tm1b	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	5.5	1.2	0.820895522388059	7.8125e-05	3
26378	Sucrose	SUC0081	030352	B6NJ-Isca1tm1b+/- Cyfip2-S968F<J> H Lethal	F	2024-01-16T00:00:00Z	10/30/2023 0:00:00	Misty	11.14	18.3	84.9	76	74.5	73.3	2							Days 7-9	Sucrose 	2	percent	""	""											345631.17	030352_1/16/2024	030352_1/16/2024	yes	""	Kumar Lab	""	Isca1tm1b	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	10.4	2.7	0.793893129770992	0.000568306010928962	4
26229	Sucrose	SUC0081	030355	B6NJ-Isca1tm1b+/- Cyfip2-S968F<J> H Lethal	M	2024-01-10T00:00:00Z	10/30/2023 0:00:00	Misty	10.28	24.1	81.4	83.8	80.4	83.8	2							Days 1-3	Both Drinking Water	0	Percent	""	""											271558.5	030355_1/10/2024	030355_1/10/2024	yes	""	Kumar Lab	""	Isca1tm1b	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	1	0	1	0	1
26279	Sucrose	SUC0081	030355	B6NJ-Isca1tm1b+/- Cyfip2-S968F<J> H Lethal	M	2024-01-12T00:00:00Z	10/30/2023 0:00:00	Misty	10.57	21.2	82.9	83.8	74.2	81.8	2							Days 3-5	Sucrose 	0.25	percent	""	""											290149.97	030355_1/12/2024	030355_1/12/2024	yes	""	Kumar Lab	""	Isca1tm1b	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	8.7	2	0.813084112149533	5.12971698113208e-05	2
26329	Sucrose	SUC0081	030355	B6NJ-Isca1tm1b+/- Cyfip2-S968F<J> H Lethal	M	2024-01-14T00:00:00Z	10/30/2023 0:00:00	Misty	10.85	24.4	82.1	81.8	74.6	80.9	2							Days 5-7	Sucrose 	0.5	percent	""	""											251010.64	030355_1/14/2024	030355_1/14/2024	yes	""	Kumar Lab	""	Isca1tm1b	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	7.5	0.899999999999992	0.892857142857144	7.6844262295082e-05	3
26379	Sucrose	SUC0081	030355	B6NJ-Isca1tm1b+/- Cyfip2-S968F<J> H Lethal	M	2024-01-16T00:00:00Z	10/30/2023 0:00:00	Misty	11.14	24.7	84	80.9	73.8	79.8	2							Days 7-9	Sucrose 	2	percent	""	""											250979.75	030355_1/16/2024	030355_1/16/2024	yes	""	Kumar Lab	""	Isca1tm1b	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	10.2	1.10000000000001	0.902654867256637	0.000412955465587045	4
